"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","fsm_status","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",22.3,"2.5",72,"8",323
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",37.8,"9.7",504,"130",1335
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","All Other Pupils",34,"x",772,"x",2269
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Free School Meals",8.2,"x",21,"x",257
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Total",31.4,"x",793,"x",2526
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","All Other Pupils",33.3,"x",761,"x",2282
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Free School Meals",10.7,"x",23,"x",215
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Total",31.4,"x",784,"x",2497
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","All Other Pupils",36.6,"x",853,"x",2331
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Free School Meals",13.4,"x",27,"x",201
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Total",34.8,"x",880,"x",2532
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","All Other Pupils",39.2,"9.2",924,"217",2359
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Free School Meals",8.5,"2.8",18,"6",213
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Total",36.6,"8.7",942,"223",2572
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","All Other Pupils",38.8,"11.6",906,"271",2337
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Free School Meals",14.4,"3.7",27,"7",188
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Total",37,"11",933,"278",2525
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","All Other Pupils",41.5,"11.4",1036,"286",2498
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Free School Meals",12.9,"2",26,"4",202
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Total",39.3,"10.7",1062,"290",2700
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","All Other Pupils",41.2,"11.8",984,"283",2391
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","Free School Meals",12.6,"1.5",25,"3",198
