"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","fsm_status","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",23.2,"x",698,"x",3004
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",26.7,"x",689,"x",2583
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",9.3,"x",47,"x",508
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",23.8,"x",736,"x",3091
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",27.2,"6",697,"155",2563
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",10.4,"1.1",49,"5",471
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",24.6,"5.3",746,"160",3034
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",29.1,"6.4",768,"169",2639
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",15.7,"3.4",73,"16",466
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",27.1,"6",841,"185",3105
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",31.5,"6.3",848,"170",2691
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",12.5,"2.1",64,"11",514
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",28.5,"5.6",912,"181",3205
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",32.2,"6.9",888,"191",2757
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",16.5,"2.1",72,"9",436
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",30.1,"6.3",960,"200",3193
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",34.5,"6.3",878,"159",2542
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",19.8,"4.6",90,"21",454
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",32.3,"6",968,"180",2996
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",33.7,"6.3",845,"157",2504
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",17.7,"2.1",75,"9",424
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",31.4,"5.7",920,"166",2928
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",37.9,"8.6",916,"208",2419
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",20.7,"3.9",91,"17",439
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",35.2,"7.9",1007,"225",2858
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",40.2,"9.5",956,"226",2379
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",21.8,"3.4",102,"16",467
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",37.2,"8.5",1058,"242",2846
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",39,"7.7",853,"168",2188
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",23.5,"2.7",123,"14",524
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",36,"6.7",976,"182",2712
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",38.7,"7.8",859,"174",2220
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",21.5,"3.1",104,"15",483
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",35.6,"7",963,"189",2703
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",40.3,"10.2",861,"219",2138
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",20.7,"5.1",93,"23",450
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",36.9,"9.4",954,"242",2588
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",42.4,"9.7",869,"198",2048
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",25.5,"5.2",117,"24",458
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",39.3,"8.9",986,"222",2506
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",42.4,"9.4",831,"185",1959
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",29.4,"4.2",139,"20",473
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",39.9,"8.4",970,"205",2432
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","All Other Pupils",43.7,"11.1",917,"232",2099
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Free School Meals",27.6,"5.1",118,"22",428
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","Total",41,"10.1",1035,"254",2527
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",42.8,"x",1071,"x",2501
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",14.5,"x",50,"x",346
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",39.4,"x",1121,"x",2847
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",45.8,"x",1111,"x",2427
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",18.4,"x",67,"x",364
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",42.2,"x",1178,"x",2791
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",47.4,"x",1254,"x",2646
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",18.5,"x",66,"x",356
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",44,"x",1320,"x",3002
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",47.6,"17.7",1176,"437",2471
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",22.6,"4.8",76,"16",336
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",44.6,"16.1",1252,"453",2807
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",49.1,"20.9",1287,"548",2621
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",21.3,"3",71,"10",333
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",46,"18.9",1358,"558",2954
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",49.1,"20.1",1298,"531",2642
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",21.7,"4",59,"11",272
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",46.6,"18.6",1357,"542",2914
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",52.1,"21",1422,"574",2729
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",20.3,"3.7",60,"11",295
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",49,"19.3",1482,"585",3024
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",52.6,"19.5",1369,"507",2605
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",21.2,"2.4",63,"7",297
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",49.3,"17.7",1432,"514",2902
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",53.3,"23.8",1380,"616",2587
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",21.7,"6.4",68,"20",314
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",49.9,"21.9",1448,"636",2901
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",55.7,"25.1",1393,"627",2499
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",22,"3.6",73,"12",332
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",51.8,"22.6",1466,"639",2831
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",56.7,"25.5",1471,"663",2595
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",26.8,"5.6",91,"19",340
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",53.2,"23.2",1562,"682",2935
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",57.7,"22.8",1477,"584",2559
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",27.6,"6.5",102,"24",370
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",53.9,"20.8",1579,"608",2929
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",60.6,"26.6",1582,"695",2609
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",29.9,"8.2",99,"27",331
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",57.2,"24.6",1681,"722",2940
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",59.8,"29",1538,"747",2574
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",28.2,"7.9",86,"24",305
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",56.4,"26.8",1624,"771",2879
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",61.1,"29.3",1532,"736",2508
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",29.8,"9.1",79,"24",265
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",58.1,"27.4",1611,"760",2773
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",64.5,"33.3",1588,"819",2463
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",28.2,"8.7",78,"24",277
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",60.8,"30.8",1666,"843",2740
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","All Other Pupils",65.8,"34.7",1719,"907",2614
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Free School Meals",30.7,"10.8",74,"26",241
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","Total",62.8,"32.7",1793,"933",2855
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",30.7,"x",1090,"x",3550
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",9.7,"x",53,"x",548
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",27.9,"x",1143,"x",4098
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",31.1,"x",1099,"x",3529
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",10.3,"x",57,"x",554
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",28.3,"x",1156,"x",4083
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",31.9,"x",1145,"x",3587
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",8.7,"x",50,"x",578
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",28.7,"x",1195,"x",4165
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",30.4,"6.4",1087,"228",3571
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",8.8,"0.8",55,"5",628
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",27.2,"5.5",1142,"233",4199
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",33.9,"7.5",1233,"273",3641
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",8.4,"1",44,"5",526
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",30.6,"6.7",1277,"278",4167
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",35.7,"8.5",1328,"315",3718
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",14.5,"2",74,"10",511
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",33.2,"7.7",1402,"325",4229
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",37.3,"8.8",1409,"331",3778
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",11.8,"1.1",62,"6",524
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",34.2,"7.8",1471,"337",4302
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",36.6,"6.9",1248,"236",3407
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",14.5,"1.5",75,"8",519
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",33.7,"6.2",1323,"244",3926
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",40.9,"9",1375,"301",3360
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",15.1,"1.9",78,"10",518
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",37.5,"8",1453,"311",3878
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",41.4,"9.1",1352,"296",3265
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",16.2,"1.4",83,"7",512
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",38,"8",1435,"303",3777
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",43.7,"10.3",1397,"329",3196
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",19.5,"2.4",96,"12",492
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",40.5,"9.2",1493,"341",3688
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",44.3,"7.9",1435,"255",3239
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",20,"1.7",106,"9",531
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",40.9,"7",1541,"264",3770
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",42.9,"8.6",1317,"265",3070
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",19.6,"2.2",96,"11",491
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",39.7,"7.8",1413,"276",3561
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",43,"9.2",1338,"288",3115
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",19,"1.9",90,"9",473
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",39.8,"8.3",1428,"297",3588
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",44.7,"8.7",1338,"259",2991
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",20.9,"1.2",89,"5",425
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",41.8,"7.7",1427,"264",3416
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",41.2,"9.4",1226,"281",2976
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",20.2,"2.4",77,"9",381
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",38.8,"8.6",1303,"290",3357
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","All Other Pupils",44.4,"11.2",1267,"319",2853
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Free School Meals",18.3,"2.4",69,"9",377
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","Total",41.4,"10.2",1336,"328",3230
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","All Other Pupils",40,"x",2885,"x",7213
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Free School Meals",9.8,"x",72,"x",735
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Total",37.2,"x",2957,"x",7948
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","All Other Pupils",39.8,"x",2884,"x",7254
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Free School Meals",9.3,"x",67,"x",724
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Total",37,"x",2951,"x",7978
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","All Other Pupils",39.2,"x",2979,"x",7591
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Free School Meals",10.3,"x",77,"x",746
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Total",36.7,"x",3056,"x",8337
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","All Other Pupils",39,"10.8",2964,"822",7609
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Free School Meals",10.7,"0.8",80,"6",747
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Total",36.4,"9.9",3044,"828",8356
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","All Other Pupils",40.6,"12.5",3140,"969",7726
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Free School Meals",11.3,"1",76,"7",670
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Total",38.3,"11.6",3216,"976",8396
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","All Other Pupils",41.4,"12.2",3273,"966",7898
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Free School Meals",12.1,"1",81,"7",670
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Total",39.1,"11.4",3354,"973",8568
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","All Other Pupils",41.7,"11.7",3272,"914",7841
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Free School Meals",11,"0.8",72,"5",652
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Total",39.4,"10.8",3344,"919",8493
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","All Other Pupils",42.4,"11.1",3128,"817",7372
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Free School Meals",10.5,"1.3",67,"8",640
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","Total",39.9,"10.3",3195,"825",8012
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",27.7,"x",358,"x",1292
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",6.8,"x",26,"x",380
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",23,"x",384,"x",1672
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",28.7,"x",391,"x",1360
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",8.1,"x",26,"x",322
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",24.8,"x",417,"x",1682
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",27.4,"x",363,"x",1327
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",8.8,"x",33,"x",377
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",23.2,"x",396,"x",1704
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",26.7,"3.1",353,"41",1321
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",11.3,"0.7",33,"2",292
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",23.9,"2.7",386,"43",1613
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",25.7,"4.6",327,"58",1274
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",11.3,"1.4",33,"4",292
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",23,"4",360,"62",1566
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",31,"4.5",430,"62",1388
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",12.7,"0.4",32,"1",252
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",28.2,"3.8",462,"63",1640
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",35.2,"5.7",473,"77",1342
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",15.4,"0.3",45,"1",293
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",31.7,"4.8",518,"78",1635
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",33.9,"6.1",403,"73",1189
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",11.2,"1.4",40,"5",356
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",28.7,"5",443,"78",1545
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",35.7,"7",412,"81",1155
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",19.9,"1.8",76,"7",382
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",31.8,"5.7",488,"88",1537
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",37.3,"8",407,"87",1092
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",19,"2.5",69,"9",364
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",32.7,"6.6",476,"96",1456
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",42.8,"8.4",421,"83",984
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",20.8,"2.8",81,"11",389
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",36.6,"6.8",502,"94",1373
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",40.3,"6.3",402,"63",997
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",21,"1.6",91,"7",433
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",34.5,"4.9",493,"70",1430
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",42.4,"6",430,"61",1014
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",19.9,"1.4",83,"6",417
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",35.8,"4.7",513,"67",1431
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",42.6,"8.5",443,"89",1041
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",20.3,"2.1",78,"8",384
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",36.6,"6.8",521,"97",1425
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",41.8,"8.1",417,"81",997
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",18.5,"3.4",70,"13",378
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",35.4,"6.8",487,"94",1375
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",38.3,"9.3",418,"102",1092
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Free School Meals",17.7,"2.7",53,"8",299
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","Total",33.9,"7.9",471,"110",1391
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","All Other Pupils",42.7,"12.1",432,"122",1012
