"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","gender","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Total",30.5,"2.9",805,"77",2640
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Female",40.8,"5.8",492,"70",1207
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Male",29,"3.2",365,"40",1258
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Total",34.8,"4.5",857,"110",2465
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Female",40.7,"4.9",494,"59",1213
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Male",28.9,"3.5",346,"42",1197
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Total",34.9,"4.2",840,"101",2410
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Female",39.9,"4",459,"46",1150
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Male",31.5,"4.2",360,"48",1144
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Total",35.7,"4.1",819,"94",2294
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Female",46.1,"4.4",521,"50",1131
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Male",29.3,"3.6",321,"39",1096
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Total",37.8,"4",842,"89",2227
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Female",44.3,"4.9",474,"52",1070
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Male",29.3,"3.9",326,"43",1111
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","Total",36.7,"4.4",800,"95",2181
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",36.7,"10.7",367,"107",1001
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",30.7,"9.4",325,"99",1058
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",33.6,"10",692,"206",2059
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",38.8,"10.6",390,"107",1005
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",29,"10.6",306,"112",1055
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",33.8,"10.6",696,"219",2060
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",41.2,"13.2",419,"134",1018
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",28.9,"7.9",291,"80",1007
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",35.1,"10.6",710,"214",2025
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",39.9,"10.8",365,"99",915
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",32.9,"9.5",329,"95",999
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",36.3,"10.1",694,"194",1914
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",42.3,"13.3",405,"127",957
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",28.5,"7.7",276,"74",967
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",35.4,"10.4",681,"201",1924
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",42,"13",378,"117",899
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",31.9,"11",315,"109",987
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",36.7,"12",693,"226",1886
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",40.8,"13.3",366,"119",896
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",33.2,"11.2",327,"110",984
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",36.9,"12.2",693,"229",1880
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",39.9,"12.4",354,"110",887
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",31.4,"10.2",295,"96",939
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",35.5,"11.3",649,"206",1826
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",43.9,"11.8",392,"105",892
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",32.8,"9.9",309,"93",943
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",38.2,"10.8",701,"198",1835
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",41.1,"10.4",359,"91",873
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",32.8,"7.7",325,"76",991
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",36.7,"9",684,"167",1864
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",45,"10.6",362,"85",805
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",29.9,"6.7",278,"62",930
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",36.9,"8.5",640,"147",1735
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",46.4,"10.8",399,"93",859
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",30.3,"7.6",260,"65",859
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",38.4,"9.2",659,"158",1718
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Female",46.6,"12",372,"96",798
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Male",30.3,"8.6",257,"73",849
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","884","E06000019","Herefordshire, County of","Total",38.2,"10.3",629,"169",1647
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",38.1,"10",1190,"311",3125
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",30,"7.8",1026,"266",3422
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",33.8,"8.8",2216,"577",6547
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",39.5,"8.9",1239,"279",3137
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",30.8,"7.2",1029,"240",3336
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",35,"8",2268,"519",6473
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",40,"8.5",1262,"269",3155
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",32.5,"8.7",1079,"287",3315
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",36.2,"8.6",2341,"556",6470
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",40.8,"8",1250,"245",3064
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",33.4,"6.3",1049,"197",3142
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",37,"7.1",2299,"442",6206
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",40.5,"9.8",1201,"292",2969
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",31.2,"8.1",969,"252",3107
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",35.7,"9",2170,"544",6076
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",42.5,"9.8",1257,"291",2961
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",35.9,"8.4",1127,"263",3138
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",39.1,"9.1",2384,"554",6099
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",43.1,"9.3",1276,"275",2960
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",35.2,"8.5",1097,"264",3116
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",39.1,"8.9",2373,"539",6076
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",43.3,"9.4",1257,"272",2900
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",35.3,"7.4",1128,"237",3194
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",39.1,"8.4",2385,"509",6094
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",46.5,"10.6",1329,"302",2857
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",37,"8.5",1131,"261",3057
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",41.6,"9.5",2460,"563",5914
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",47.1,"9.7",1327,"274",2820
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",35.6,"7.7",1034,"224",2907
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",41.2,"8.7",2361,"498",5727
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",46.2,"9.4",1278,"260",2767
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",35.1,"7.7",993,"218",2832
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",40.6,"8.5",2271,"478",5599
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",48,"10.8",1261,"283",2627
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",32.9,"7.4",903,"203",2744
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",40.3,"9",2164,"486",5371
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Female",50.6,"13.1",1313,"339",2597
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Male",35,"9.4",946,"253",2701
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","Total",42.6,"11.2",2259,"592",5298
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",39.2,"11",661,"185",1687
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",29.1,"7.8",520,"140",1788
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",34,"9.4",1181,"325",3475
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",41.8,"10.9",714,"187",1708
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",31.9,"9.2",567,"164",1776
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",36.8,"10.1",1281,"351",3484
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",40,"9.7",666,"162",1665
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",31.2,"8.7",522,"145",1674
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",35.6,"9.2",1188,"307",3339
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",41.1,"9.6",649,"152",1578
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",31.1,"7.5",511,"124",1643
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",36,"8.6",1160,"276",3221
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",37.5,"9.9",600,"158",1598
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",30.6,"7.3",518,"124",1692
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",34,"8.6",1118,"282",3290
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",39.8,"10.4",635,"166",1597
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",31,"8.3",503,"134",1621
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",35.4,"9.3",1138,"300",3218
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",42.5,"10.4",649,"159",1526
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",32.5,"9",527,"146",1621
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",37.4,"9.7",1176,"305",3147
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",42.9,"8.1",693,"131",1616
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",32.4,"6.5",536,"107",1655
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",37.6,"7.3",1229,"238",3271
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",42.8,"7.9",658,"122",1536
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",32,"8.2",499,"127",1558
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",37.4,"8",1157,"249",3094
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",43.7,"9.8",660,"148",1509
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",31.6,"7.1",490,"110",1550
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",37.6,"8.4",1150,"258",3059
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",44.5,"10.5",649,"153",1458
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",32.7,"9.3",502,"143",1534
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",38.5,"9.9",1151,"296",2992
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",45.5,"9.4",621,"128",1365
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",32.7,"9",470,"129",1437
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",38.9,"9.2",1091,"257",2802
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Female",47.2,"12.1",658,"168",1393
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Male",33.5,"8.2",493,"120",1471
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","Total",40.2,"10.1",1151,"288",2864
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Female",32.4,"7.1",331,"73",1022
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Male",28.8,"10.3",335,"120",1163
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Total",30.5,"8.8",666,"193",2185
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Female",33.4,"6.6",345,"68",1034
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Male",31,"9.7",374,"117",1206
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Total",32.1,"8.3",719,"185",2240
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Female",34.4,"9.6",363,"101",1055
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Male",31.7,"10.9",358,"123",1128
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Total",33,"10.3",721,"224",2183
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Female",34.3,"8.1",346,"82",1010
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Male",32.8,"10.8",366,"121",1116
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Total",33.5,"9.5",712,"203",2126
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Female",34.9,"8.8",362,"91",1037
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","Male",33.8,"7.6",372,"84",1100
