"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","progression_rate_fsm","progression_rate_non_fsm","progression_rate","high_tariff_progression_rate_fsm","high_tariff_progression_rate_non_fsm","high_tariff_progression_rate","progression_rate_gap","high_tariff_progression_rate_gap"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","15.8","40.7","38","2.7","10.9","10","24.9","8.2"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","18.1","41.7","38.9","1.6","12.7","11.4","23.6","11"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","19.3","43.5","40.8","2.8","11.6","10.6","24.3","8.8"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","20.7","43","40.4","2.6","11.8","10.7","22.3","9.2"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","18","46.8","43.1","2.7","13.2","11.8","28.8","10.6"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","22.4","45.3","42.2","3.2","14.4","12.9","22.9","11.3"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","21.3","43.6","41.1","3.4","13","11.9","22.3","9.7"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","24.3","45","42.3","3.2","13.6","12.3","20.7","10.4"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","356","E08000007","Stockport","24","47.9","45.1","4.8","17.7","16.2","24","12.9"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","10","26.6","23.7","x","x","x","16.7","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","9.7","25.9","23.2","x","x","x","16.3","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","9.3","26.7","23.8","x","x","x","17.4","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","10.4","27.2","24.6","1.1","6","5.3","16.8","5"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","15.7","29.1","27.1","3.4","6.4","6","13.4","3"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","12.5","31.5","28.5","2.1","6.3","5.6","19.1","4.2"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","16.5","32.2","30.1","2.1","6.9","6.3","15.7","4.9"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","19.8","34.5","32.3","4.6","6.3","6","14.7","1.6"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","17.7","33.7","31.4","2.1","6.3","5.7","16.1","4.1"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","20.7","37.9","35.2","3.9","8.6","7.9","17.1","4.7"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","21.8","40.2","37.2","3.4","9.5","8.5","18.3","6.1"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","23.5","39","36","2.7","7.7","6.7","15.5","5"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","21.5","38.7","35.6","3.1","7.8","7","17.2","4.7"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","20.7","40.3","36.9","5.1","10.2","9.4","19.6","5.1"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","25.5","42.4","39.3","5.2","9.7","8.9","16.9","4.4"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","29.4","42.4","39.9","4.2","9.4","8.4","13","5.2"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","357","E08000008","Tameside","27.6","43.7","41","5.1","11.1","10.1","16.1","5.9"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","14.5","42.8","39.4","x","x","x","28.4","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","18.4","45.8","42.2","x","x","x","27.4","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","18.5","47.4","44","x","x","x","28.9","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","22.6","47.6","44.6","4.8","17.7","16.1","25","12.9"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","21.3","49.1","46","3","20.9","18.9","27.8","17.9"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","21.7","49.1","46.6","4","20.1","18.6","27.4","16.1"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","20.3","52.1","49","3.7","21","19.3","31.8","17.3"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","21.2","52.6","49.3","2.4","19.5","17.7","31.3","17.1"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","21.7","53.3","49.9","6.4","23.8","21.9","31.7","17.4"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","22","55.7","51.8","3.6","25.1","22.6","33.8","21.5"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","26.8","56.7","53.2","5.6","25.5","23.2","29.9","20"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","27.6","57.7","53.9","6.5","22.8","20.8","30.2","16.3"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","29.9","60.6","57.2","8.2","26.6","24.6","30.7","18.5"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","28.2","59.8","56.4","7.9","29","26.8","31.6","21.2"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","29.8","61.1","58.1","9.1","29.3","27.4","31.3","20.3"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","28.2","64.5","60.8","8.7","33.3","30.8","36.3","24.6"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","358","E08000009","Trafford","30.7","65.8","62.8","10.8","34.7","32.7","35.1","23.9"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","9.7","30.7","27.9","x","x","x","21","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","10.3","31.1","28.3","x","x","x","20.9","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","8.7","31.9","28.7","x","x","x","23.3","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","8.8","30.4","27.2","0.8","6.4","5.5","21.7","5.6"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","8.4","33.9","30.6","1","7.5","6.7","25.5","6.5"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","14.5","35.7","33.2","2","8.5","7.7","21.2","6.5"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","11.8","37.3","34.2","1.1","8.8","7.8","25.5","7.6"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","14.5","36.6","33.7","1.5","6.9","6.2","22.2","5.4"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","15.1","40.9","37.5","1.9","9","8","25.9","7"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","16.2","41.4","38","1.4","9.1","8","25.2","7.7"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","19.5","43.7","40.5","2.4","10.3","9.2","24.2","7.9"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","20","44.3","40.9","1.7","7.9","7","24.3","6.2"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","19.6","42.9","39.7","2.2","8.6","7.8","23.3","6.4"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","19","43","39.8","1.9","9.2","8.3","23.9","7.3"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","20.9","44.7","41.8","1.2","8.7","7.7","23.8","7.5"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","20.2","41.2","38.8","2.4","9.4","8.6","21","7.1"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","359","E08000010","Wigan","18.3","44.4","41.4","2.4","11.2","10.2","26.1","8.8"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","9.8","40","37.2","x","x","x","30.2","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","9.3","39.8","37","x","x","x","30.5","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","10.3","39.2","36.7","x","x","x","28.9","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","10.7","39","36.4","0.8","10.8","9.9","28.2","10"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","11.3","40.6","38.3","1","12.5","11.6","29.3","11.5"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","12.1","41.4","39.1","1","12.2","11.4","29.4","11.2"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","11","41.7","39.4","0.8","11.7","10.8","30.7","10.9"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","875","","Cheshire","10.5","42.4","39.9","1.3","11.1","10.3","32","9.8"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","6.8","27.7","23","x","x","x","20.9","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","8.1","28.7","24.8","x","x","x","20.7","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","8.8","27.4","23.2","x","x","x","18.6","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","11.3","26.7","23.9","0.7","3.1","2.7","15.4","2.4"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","11.3","25.7","23","1.4","4.6","4","14.4","3.2"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","12.7","31","28.2","0.4","4.5","3.8","18.3","4.1"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","15.4","35.2","31.7","0.3","5.7","4.8","19.9","5.4"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","11.2","33.9","28.7","1.4","6.1","5","22.7","4.7"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","19.9","35.7","31.8","1.8","7","5.7","15.8","5.2"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","19","37.3","32.7","2.5","8","6.6","18.3","5.5"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","20.8","42.8","36.6","2.8","8.4","6.8","22","5.6"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","21","40.3","34.5","1.6","6.3","4.9","19.3","4.7"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","19.9","42.4","35.8","1.4","6","4.7","22.5","4.6"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","20.3","42.6","36.6","2.1","8.5","6.8","22.2","6.5"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","18.5","41.8","35.4","3.4","8.1","6.8","23.3","4.7"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","17.7","38.3","33.9","2.7","9.3","7.9","20.6","6.7"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","22.3","42.7","37.8","2.5","12.1","9.7","20.4","9.6"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","8.2","34","31.4","x","x","x","25.9","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","10.7","33.3","31.4","x","x","x","22.7","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","13.4","36.6","34.8","x","x","x","23.2","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","8.5","39.2","36.6","2.8","9.2","8.7","30.7","6.4"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","14.4","38.8","37","3.7","11.6","11","24.4","7.9"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","12.9","41.5","39.3","2","11.4","10.7","28.6","9.5"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","12.6","41.2","39","1.5","11.8","11","28.5","10.3"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","13.2","45.7","43.1","1.5","13.1","12.2","32.5","11.6"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","13.7","43","40.4","0.9","12.8","11.8","29.3","11.9"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","14.7","46.1","43.4","1.4","13.1","12","31.4","11.7"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","15.8","44.6","42.1","1","13.2","12.1","28.8","12.2"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","18.5","46.1","43.5","1.3","10.7","9.8","27.6","9.4"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","17.8","45.7","42.7","1.2","10.5","9.5","27.9","9.3"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","19.7","46.5","44.1","2.3","14.6","13.5","26.8","12.3"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","20.6","46.3","43.9","2.2","12.8","11.8","25.7","10.6"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","17.9","46.9","44.3","4.3","12.6","11.9","29","8.3"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","19.8","51.4","48.2","0.8","16.9","15.2","31.6","16"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","15.2","34.6","32","x","x","x","19.3","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","13.5","35.8","32.8","x","x","x","22.3","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","15","36.5","33.7","x","x","x","21.5","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","15.1","36.6","34.1","2.2","9.4","8.6","21.5","7.2"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","16.5","37.9","35.6","2.4","11.3","10.3","21.3","8.9"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","17.1","40","37.7","2.7","11.6","10.7","22.9","8.9"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","19.2","42.8","40.4","2.5","12","11","23.5","9.5"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","19.9","43.8","41.3","2.2","11.4","10.5","23.8","9.2"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","19.8","43.5","40.6","2.5","12.2","11.1","23.6","9.7"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","20.4","46.4","43.3","3.1","13.8","12.5","26","10.6"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","20.2","47.1","43.8","3.1","13.9","12.6","26.8","10.8"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","20.1","46.7","43.3","2.6","12.5","11.2","26.6","9.8"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","20.7","47","43.7","3","12.9","11.7","26.2","9.9"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","23.7","46","43.2","4.3","14.3","13","22.2","9.9"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","24.1","45.7","43.2","3.2","14","12.7","21.6","10.8"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","25.5","46.1","43.6","4.2","12.8","11.8","20.6","8.6"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","888","E10000017","Lancashire","25.7","48.2","45.4","4.3","14.6","13.4","22.4","10.4"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","20.4","33.9","30.5","x","x","x","13.4","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","14.7","33.1","28.1","x","x","x","18.4","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","17.4","33.1","28.9","x","x","x","15.7","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","22.7","34.6","31.6","1.5","5.5","4.4","12","4"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","24.9","37.8","34.7","1.8","6.8","5.6","12.9","5.1"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","27","41.6","38.5","4.1","6","5.6","14.6","1.9"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","27.8","41.8","38.7","1.7","7.2","6","14","5.5"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","28.2","45.8","42.1","1.6","5.8","4.9","17.6","4.3"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","27.6","47.7","43.3","1.3","6.8","5.6","20.1","5.5"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","30.1","46.5","43.1","3.4","6.2","5.6","16.4","2.8"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","31.3","49.8","45.9","2.4","8.7","7.3","18.6","6.2"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","31","49.6","46","2.1","7.6","6.5","18.6","5.5"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","30.8","47.7","45.2","3.6","7.3","6.8","16.9","3.7"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","29.2","54.7","50.5","2.1","9.9","8.6","25.5","7.8"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","32.1","51.7","48.9","3.7","9.5","8.7","19.6","5.8"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","37.4","51.4","49.3","3.4","9.7","8.7","14.1","6.3"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","889","E06000008","Blackburn with Darwen","39.7","52.4","50.6","3.7","12","10.8","12.7","8.3"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","5","23.9","20.1","x","x","x","18.9","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","11.3","22.4","20.3","x","x","x","11.1","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","8.2","24.7","22","x","x","x","16.4","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","15.8","21.8","20.9","2.6","4.4","4.1","6","1.8"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","16.2","29.9","27.9","2","4.6","4.2","13.7","2.6"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","13.7","31.7","28.3","1.2","5.6","4.7","18","4.4"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","13.9","32.6","28.8","0.6","5.4","4.4","18.7","4.8"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","16.5","36.5","33.1","0.7","5.3","4.5","20","4.6"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","20.3","39","35.3","2.9","6.2","5.5","18.7","3.3"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","20","41.3","36.8","1.8","6.8","5.8","21.3","5"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","23.6","40.7","36.7","2.9","5.8","5.1","17","2.9"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","23.4","41.7","37.7","1.4","6.8","5.6","18.4","5.5"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","18.3","42.2","37.4","1.7","6.9","5.9","23.9","5.2"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","18.1","40.4","35.7","3","8","7","22.4","5"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","19","37.5","33.6","2.5","6.1","5.3","18.5","3.7"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","23.9","36.9","33.9","1.4","6.3","5.2","13","4.8"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","890","E06000009","Blackpool","13.3","39.6","34.2","2.6","7.3","6.3","26.3","4.7"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","10.6","42.9","40.4","2.9","12.6","11.8","32.2","9.7"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","18.7","46.6","44.3","2.2","14.4","13.4","27.9","12.2"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","17.7","47.2","44.7","3.7","14.7","13.8","29.5","11"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","16.7","46.3","43.7","3.6","13.6","12.7","29.6","10"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","16.7","49.4","47.1","2.8","14.8","13.9","32.8","11.9"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","18.3","47.9","45.7","2.7","15.8","14.8","29.6","13.1"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","17.9","49.8","47.7","2","15.6","14.7","32","13.6"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","17.6","51.3","48.8","3.3","16.5","15.5","33.6","13.1"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","895","E06000049","Cheshire East","18.9","51","48.6","3.4","18.5","17.3","32.1","15"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","14.7","41.2","38.3","2.3","11.4","10.5","26.5","9.1"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","11.2","44.8","40.9","1.5","13.5","12.1","33.7","11.9"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","11.9","44.6","41","2.2","12.8","11.6","32.7","10.6"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","15.7","43.7","40.7","1","10.8","9.8","28","9.9"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","18","46.3","43.4","1.3","11.9","10.8","28.3","10.5"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","15.5","45.5","42.6","2","14.1","12.9","30","12.1"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","17.9","46","43.2","4","14.6","13.5","28.1","10.6"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","18.3","46.2","43.3","1.7","14","12.7","28","12.4"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","896","E06000050","Cheshire West and Chester","21.9","47.5","44.7","2.8","16.1","14.6","25.6","13.3"
200506,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","8.1","34.1","31.1","x","x","x","26","x"
200607,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","9.3","35.1","32.1","x","x","x","25.8","x"
200708,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","10.2","35.6","32.5","x","x","x","25.4","x"
200809,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","8.6","35.7","32.5","0.8","9.6","8.6","27","8.8"
200910,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","8","36.3","33.1","0.8","10.6","9.5","28.3","9.8"
201011,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","11","36.5","33.7","1.5","10.1","9.1","25.5","8.6"
201112,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","11.2","35.1","33.2","1.2","10","9.3","23.9","8.8"
201213,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","11.9","35.1","33.1","0.6","9.5","8.7","23.3","8.9"
201314,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","13.8","36.3","34.4","2.4","10","9.3","22.6","7.6"
201415,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","12","36.9","34.4","3.1","10.8","10.1","24.8","7.7"
201516,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","12.2","38.4","35.9","2.2","12","11","26.3","9.8"
201617,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","11","38.5","35.6","1.5","10.7","9.8","27.5","9.2"
201718,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","14.8","38.1","35.8","2.6","10.2","9.4","23.3","7.5"
201819,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","14.4","37.7","35.6","2.7","11.3","10.5","23.2","8.6"
201920,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","10.5","37.4","35.1","2.2","10.5","9.8","26.9","8.3"
202021,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","15.8","39.1","37.3","3.8","11.4","10.8","23.3","7.5"
202122,"Academic year","Local authority","E92000001","England","E12000002","North West","909","E10000006","Cumbria","17.1","40.9","38.9","3.1","12.6","11.8","23.8","9.6"
200506,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","3.9","23","19.1","x","x","x","19.1","x"
200607,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","4.9","22.5","18.9","x","x","x","17.6","x"
200708,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","6.7","23.2","20.1","x","x","x","16.6","x"
