"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","sen_status","progression_rate","high_tariff_progression_rate","number_of_he_students","number_of_high_tariff_he_students","number_of_students"
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","882","E06000033","Southend-on-Sea","No Identified SEN",53.1,"18.7",981,"346",1846
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","882","E06000033","Southend-on-Sea","All SEN",10.1,"2.8",22,"6",217
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","882","E06000033","Southend-on-Sea","Total",48.2,"17.4",1021,"369",2119
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","882","E06000033","Southend-on-Sea","No Identified SEN",52.9,"19.3",999,"365",1888
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","882","E06000033","Southend-on-Sea","All SEN",9.5,"1.7",22,"4",231
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","882","E06000033","Southend-on-Sea","Total",53.4,"22",1079,"445",2021
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","882","E06000033","Southend-on-Sea","No Identified SEN",58.2,"24.4",1053,"441",1808
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","882","E06000033","Southend-on-Sea","All SEN",12.2,"1.9",26,"4",213
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",24.5,"2.6",426,"45",1740
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",28.5,"3.1",406,"44",1427
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",6.4,"0.3",20,"1",313
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",23.1,"2.3",396,"40",1717
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",28,"3",379,"40",1353
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",4.7,"0",17,"0",364
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",26,"4.1",447,"71",1722
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",31.1,"5.3",411,"70",1323
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",9,"0.3",36,"1",399
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",26.3,"3.4",494,"64",1880
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",32.1,"4.3",468,"62",1456
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",6.1,"0.5",26,"2",424
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",26.3,"3.4",473,"62",1800
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",32.5,"4.3",444,"59",1368
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",6.7,"0.7",29,"3",432
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",27.8,"3.5",497,"63",1787
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",33.5,"4.1",459,"56",1369
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",9.1,"1.7",38,"7",418
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",30.3,"4.1",530,"72",1751
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",35.2,"5.1",474,"68",1345
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",13.8,"1",56,"4",406
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",29.7,"4.4",550,"81",1852
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",35.1,"5.5",519,"81",1477
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",8.3,"0",31,"0",375
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",31.7,"5.2",554,"91",1750
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",37.4,"6.4",518,"89",1384
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",9.8,"0.5",36,"2",366
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",32,"4.8",566,"84",1766
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",37.1,"5.5",537,"80",1449
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",9.1,"1.3",29,"4",317
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",34,"4.6",587,"79",1725
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",38.2,"5.3",558,"78",1459
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",10.9,"0.4",29,"1",266
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",33.7,"5.9",551,"97",1635
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",37.6,"6.9",530,"97",1411
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",9.4,"0",21,"0",224
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","Total",35.4,"6",578,"98",1634
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","No Identified SEN",39.4,"6.7",547,"93",1390
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","883","E06000034","Thurrock","All SEN",12.7,"2",31,"5",244
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",43.4,"13.2",5700,"1729",13145
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",49.1,"15.3",5417,"1689",11025
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",13.3,"1.9",283,"40",2120
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",43.7,"13.4",5790,"1773",13255
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",49.2,"15.6",5410,"1713",10992
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",16.8,"2.7",380,"60",2263
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",45.2,"15.1",6033,"2021",13361
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",51.9,"17.9",5631,"1946",10844
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",16,"3",402,"75",2517
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",45.2,"13.3",5889,"1730",13021
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",52.5,"16",5352,"1628",10192
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",19,"3.6",537,"102",2829
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",45.2,"13.7",5934,"1802",13123
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",53,"16.7",5395,"1694",10172
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",18.3,"3.7",539,"108",2951
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",48,"16.4",6188,"2118",12891
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",55.5,"19.8",5661,"2015",10195
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",19.5,"3.8",527,"103",2696
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",50.5,"16.9",6410,"2149",12687
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",57.4,"19.9",5817,"2019",10133
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",23.2,"5.1",593,"130",2554
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",50.3,"15.7",6535,"2040",13000
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",56.5,"18.2",5970,"1928",10567
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",23.2,"4.6",565,"112",2433
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",52,"16",6811,"2093",13096
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",57.5,"18.1",6147,"1941",10696
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",27.7,"6.3",664,"152",2400
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",51.4,"16.8",6606,"2161",12857
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",56.5,"19",6054,"2034",10718
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",25.8,"5.9",552,"127",2139
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",51,"16.5",6462,"2090",12673
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",56,"18.6",5968,"1981",10666
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",24.6,"5.4",494,"109",2007
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",52.5,"17.1",6734,"2199",12833
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",57.6,"19.5",6203,"2095",10763
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",25.7,"5",531,"104",2070
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","Total",57.2,"20.9",7111,"2600",12422
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","No Identified SEN",62.3,"23.6",6517,"2468",10469
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","919","E10000015","Hertfordshire","All SEN",30.4,"6.8",594,"132",1953
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",28.4,"5.8",2566,"522",9029
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",33.3,"6.9",2405,"498",7224
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",8.9,"1.3",161,"24",1805
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",27.8,"5.7",2476,"512",8916
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",32.9,"7",2288,"485",6948
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",9.6,"1.4",188,"27",1968
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",29.7,"11.2",2701,"1018",9108
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",35,"13.4",2499,"954",7137
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",10.2,"3.2",202,"64",1971
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",28,"8.5",2504,"760",8937
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",33.4,"10.3",2309,"710",6920
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",9.7,"2.5",195,"50",2017
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",28.2,"5.5",2582,"499",9152
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",33.5,"6.7",2377,"476",7097
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",10,"1.1",205,"23",2055
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",28.9,"9.4",2581,"835",8919
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",34.5,"11.3",2375,"779",6889
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",10.1,"2.8",206,"56",2030
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",30.6,"8.8",2643,"762",8649
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",35.6,"10.7",2435,"730",6842
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",11.5,"1.8",208,"32",1807
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",30.4,"6.4",2732,"575",8983
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",35.2,"7.6",2549,"551",7248
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",10.5,"1.4",183,"24",1735
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",30.8,"6.3",2694,"549",8743
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",34.8,"7.3",2543,"531",7299
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",10.5,"1.2",151,"18",1444
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",33.2,"7",2770,"581",8354
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",37.5,"8.1",2604,"565",6948
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",11.8,"1.1",166,"16",1406
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",33.5,"6.7",2703,"543",8068
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",37.3,"7.8",2547,"530",6833
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",12.6,"1.1",156,"13",1235
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",35.1,"7.2",2791,"572",7954
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",38.8,"8.2",2637,"557",6797
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",13.3,"1.3",154,"15",1157
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","Total",35.9,"8.2",2712,"618",7561
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","No Identified SEN",39.5,"9.1",2532,"585",6406
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","926","E10000020","Norfolk","All SEN",15.6,"2.9",180,"33",1155
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",31.8,"6.7",2522,"530",7941
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",36.3,"7.7",2429,"516",6683
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",7.4,"1.1",93,"14",1258
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",33.1,"7.3",2632,"577",7943
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",38.2,"8.6",2521,"570",6594
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",8.2,"0.5",111,"7",1349
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",32.5,"9.3",2607,"745",8031
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",37.7,"11",2493,"730",6611
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",8,"1.1",114,"15",1420
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",33.6,"8.7",2630,"680",7819
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",39.6,"10.4",2479,"654",6268
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",9.7,"1.7",151,"26",1551
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",31.2,"6.8",2441,"529",7819
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",36.7,"8.2",2288,"512",6239
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",9.7,"1.1",153,"17",1580
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",33.4,"9.4",2597,"733",7785
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",38.7,"11.4",2425,"713",6273
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",11.4,"1.3",172,"20",1512
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",34.3,"9.2",2593,"699",7564
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",40.2,"11.1",2419,"668",6010
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",11.2,"2",174,"31",1554
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",36.2,"7.3",2837,"569",7831
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",42.5,"8.8",2632,"543",6199
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",12.6,"1.6",205,"26",1632
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",36.8,"7.2",2752,"539",7488
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",41.5,"8.4",2555,"518",6162
201718,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",14.9,"1.6",197,"21",1326
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",36.9,"7.2",2751,"540",7455
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",40.3,"8.1",2600,"521",6445
201819,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",15,"1.9",151,"19",1010
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",37.3,"7.3",2683,"526",7192
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",40.7,"8.2",2560,"517",6285
201920,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",13.6,"1",123,"9",907
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",37.9,"7.1",2573,"485",6785
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",41,"7.9",2454,"474",5979
202021,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",14.8,"1.4",119,"11",806
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","Total",40.2,"9.4",2742,"644",6823
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","No Identified SEN",43.5,"10.4",2604,"621",5984
202122,"Academic year","Local authority","E92000001","England","E12000006","East of England","935","E10000029","Suffolk","All SEN",16.4,"2.7",138,"23",839
200910,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",46.5,"10.1",696,"151",1497
200910,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",53.4,"11.9",656,"146",1228
200910,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","All SEN",14.9,"1.9",40,"5",269
201011,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",46.4,"12.8",675,"186",1454
201011,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",57.1,"16.7",595,"174",1042
201011,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","All SEN",19.4,"2.9",80,"12",412
201112,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",46.7,"12.7",700,"190",1499
201112,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",57.1,"16",616,"173",1078
201112,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","All SEN",20,"4",84,"17",421
201213,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",47,"11.9",683,"173",1454
201213,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",59,"16.3",572,"158",969
201213,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","All SEN",22.9,"3.1",111,"15",485
201314,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",47,"10.1",724,"155",1542
201314,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",57.2,"13.7",556,"133",972
201314,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","All SEN",29.5,"3.9",168,"22",570
201415,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",51.8,"14.5",774,"217",1494
201415,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",61.1,"19.1",651,"203",1065
201415,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","All SEN",28.7,"3.3",123,"14",429
201516,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",54.4,"11.9",828,"181",1523
201516,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",63.7,"15.2",683,"163",1072
201516,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","All SEN",32.2,"4",145,"18",451
201617,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",55.4,"13.3",845,"203",1524
201617,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",62.3,"15.9",744,"190",1195
201617,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","All SEN",30.7,"4",101,"13",329
201718,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","Total",54.3,"12",779,"172",1435
201718,"Academic year","Local authority","E92000001","England","E13000001","Inner London","202","E09000007","Camden","No Identified SEN",63.2,"14.8",709,"166",1122
